IDX,Norman_SusDat_ID,DTXSID,dtxcid,cas_number,Name,inchi,inchiKey
1575,NS00001632,DTXSID801024243,DTXCID701508488,6028-35-9,"1,3-bis(Hydroxymethyl)-2-benzimidazolinthione","InChI=1S/C9H10N2O2S/c12-5-10-7-3-1-2-4-8(7)11(6-13)9(10)14/h1-4,12-13H,5-6H2",GQXDJKKLSSXFMP-UHFFFAOYSA-N
1576,NS00001634,NA,NA,NA,NA,NA,NA
1577,NS00001635,DTXSID6021086,DTXCID00810060,23135-22-0,Oxamyl,"InChI=1S/C7H13N3O3S/c1-8-7(12)13-9-5(14-4)6(11)10(2)3/h1-4H3,(H,8,12)",KZAUOCCYDRDERY-UHFFFAOYSA-N
1578,NS00001636,DTXSID6024204,DTXCID404204,21087-64-9,Metribuzin,"InChI=1S/C8H14N4OS/c1-8(2,3)5-6(13)12(9)7(14-4)11-10-5/h9H2,1-4H3",FOXFZRUHNHCZPX-UHFFFAOYSA-N
1579,NS00001637,DTXSID8046323,DTXCID6026323,60-79-7,Ergometrine,"InChI=1S/C19H23N3O2/c1-11(10-23)21-19(24)13-6-15-14-4-3-5-16-18(14)12(8-20-16)7-17(15)22(2)9-13/h3-6,8,11,13,17,20,23H,7,9-10H2,1-2H3,(H,21,24)/t11-,13+,17+/m0/s1",WVVSZNPYNCNODU-XTQGRXLLSA-N
1580,NS00001638,DTXSID3021720,DTXCID101720,60-29-7,Diethyl ether,"InChI=1S/C4H10O/c1-3-5-4-2/h3-4H2,1-2H3",RTZKZFJDLAIYFH-UHFFFAOYSA-N
1581,NS00001639,NA,NA,NA,NA,NA,NA
1582,NS00001640,DTXSID50865762,DTXCID70814131,6168-72-5,2-Amino-1-propanol,"InChI=1/C3H9NO/c1-3(4)2-5/h3,5H,2,4H2,1H3",BKMMTJMQCTUHRP-UHFFFAOYSA-N
1583,NS00001641,DTXSID20275697,DTXCID70227101,55214-93-2,"2,8-dimethylthianthrene","InChI=1S/C14H12S2/c1-9-3-5-11-13(7-9)16-14-8-10(2)4-6-12(14)15-11/h3-8H,1-2H3",XTLNLAUJNYMFIN-UHFFFAOYSA-N
1584,NS00001642,DTXSID4045183,DTXCID2025183,53179-13-8,5-methyl-1-phenyl-2(1H)-Pyridone,"InChI=1S/C12H11NO/c1-10-7-8-12(14)13(9-10)11-5-3-2-4-6-11/h2-9H,1H3",ISWRGOKTTBVCFA-UHFFFAOYSA-N
1585,NS00001643,DTXSID9029649,DTXCID909649,1477-55-0,"1,3-Benzenedimethanamine","InChI=1S/C8H12N2/c9-5-7-2-1-3-8(4-7)6-10/h1-4H,5-6,9-10H2",FDLQZKYLHJJBHD-UHFFFAOYSA-N
1586,NS00001644,DTXSID0045090,DTXCID8025090,511-45-5,Pridinol,"InChI=1S/C20H25NO/c22-20(18-10-4-1-5-11-18,19-12-6-2-7-13-19)14-17-21-15-8-3-9-16-21/h1-2,4-7,10-13,22H,3,8-9,14-17H2",RQXCLMGKHJWMOA-UHFFFAOYSA-N
1587,NS00001645,DTXSID5020605,DTXCID10605,104-76-7,2-Ethyl-1-hexanol,"InChI=1S/C8H18O/c1-3-5-6-8(4-2)7-9/h8-9H,3-7H2,1-2H3",YIWUKEYIRIRTPP-UHFFFAOYSA-N
1588,NS00001646,DTXSID4057760,DTXCID1031549,519-88-0,Ambucetamide,"InChI=1S/C17H28N2O2/c1-4-6-12-19(13-7-5-2)16(17(18)20)14-8-10-15(21-3)11-9-14/h8-11,16H,4-7,12-13H2,1-3H3,(H2,18,20)",WUSAVCGXMSWMQM-UHFFFAOYSA-N
1589,NS00001647,DTXSID9059834,DTXCID0038752,338-83-0,Perfluamine,"InChI=1S/C9F21N/c10-1(11,4(16,17)18)7(25,26)31(8(27,28)2(12,13)5(19,20)21)9(29,30)3(14,15)6(22,23)24",JAJLKEVKNDUJBG-UHFFFAOYSA-N
1590,NS00001648,DTXSID501036465,DTXCID801520653,82543-16-6,"6beta,7beta;15beta,16beta-Dimethylene-3beta,5beta-dihydroxyandostan-17-one","InChI=1S/C21H30O3/c1-19-5-4-14-16(17(19)11-7-12(11)18(19)23)13-8-15(13)21(24)9-10(22)3-6-20(14,21)2/h10-17,22,24H,3-9H2,1-2H3/t10-,11+,12-,13?,14-,15?,16+,17-,19-,20+,21+/m0/s1",GWUFXQIQXPASJU-UDXXJPDYSA-N
1591,NS00001649,DTXSID2032683,DTXCID40809716,7786-34-7,Mevinphos,"InChI=1S/C7H13O6P/c1-6(5-7(8)10-2)13-14(9,11-3)12-4/h5H,1-4H3",GEPDYQSQVLXLEU-UHFFFAOYSA-N
1592,NS00001650,DTXSID20883094,DTXCID107881,7116-95-2,4-Isopropylbiphenyl,"InChI=1S/C15H16/c1-12(2)13-8-10-15(11-9-13)14-6-4-3-5-7-14/h3-12H,1-2H3",KWSHGRJUSUJPQD-UHFFFAOYSA-N
1593,NS00001651,DTXSID40862664,DTXCID20811397,37571-84-9,N-{3-[1-Hydroxy-2-(methylamino)ethyl]phenyl}methanesulfonamide,"InChI=1/C10H16N2O3S/c1-11-7-10(13)8-4-3-5-9(6-8)12-16(2,14)15/h3-6,10-13H,7H2,1-2H3",ZHOWHMXTJFZXRB-UHFFFAOYSA-N
1594,NS00001652,NA,NA,NA,NA,NA,NA
1595,NS00001653,DTXSID8051629,DTXCID3030181,123-56-8,Succinimide,"InChI=1S/C4H5NO2/c6-3-1-2-4(7)5-3/h1-2H2,(H,5,6,7)",KZNICNPSHKQLFF-UHFFFAOYSA-N
1596,NS00001654,DTXSID8023056,DTXCID203056,5250-39-5,Floxacillin,"InChI=1S/C19H17ClFN3O5S/c1-7-10(12(23-29-7)11-8(20)5-4-6-9(11)21)15(25)22-13-16(26)24-14(18(27)28)19(2,3)30-17(13)24/h4-6,13-14,17H,1-3H3,(H,22,25)(H,27,28)/t13-,14+,17-/m1/s1",UIOFUWFRIANQPC-JKIFEVAISA-N
1597,NS00001655,DTXSID70443142,DTXCID40393963,131427-21-9,(1-Benzyl-1H-indazol-3-yl)methanol,"InChI=1S/C15H14N2O/c18-11-14-13-8-4-5-9-15(13)17(16-14)10-12-6-2-1-3-7-12/h1-9,18H,10-11H2",AKQDXNFPEFHRLS-UHFFFAOYSA-N
1598,NS00001656,DTXSID8045066,DTXCID6025066,3934-16-5,2-Methylprop-2-ene-1-sulfonic acid,"InChI=1S/C4H8O3S/c1-4(2)3-8(5,6)7/h1,3H2,2H3,(H,5,6,7)",XEEYSDHEOQHCDA-UHFFFAOYSA-N
1599,NS00001657,DTXSID8034746,DTXCID6014746,1854-23-5,"4,4'-(2-Ethyl-2-nitrotrimethylene)dimorpholine","InChI=1S/C13H25N3O4/c1-2-13(16(17)18,11-14-3-7-19-8-4-14)12-15-5-9-20-10-6-15/h2-12H2,1H3",XPGDDCOXMUFUCB-UHFFFAOYSA-N
1600,NS00001658,DTXSID8058160,DTXCID0031928,68505-69-1,Benfuresate,"InChI=1S/C12H16O4S/c1-4-17(13,14)16-9-5-6-11-10(7-9)12(2,3)8-15-11/h5-7H,4,8H2,1-3H3",QGQSRQPXXMTJCM-UHFFFAOYSA-N
1601,NS00001659,DTXSID50456811,DTXCID40407630,130755-46-3,"4,4'-Disulfanediylbis{5-amino-1-[2,6-dichloro-4-(trifluoromethyl)phenyl]-1H-pyrazole-3-carbonitrile}","InChI=1S/C22H8Cl4F6N8S2/c23-9-1-7(21(27,28)29)2-10(24)15(9)39-19(35)17(13(5-33)37-39)41-42-18-14(6-34)38-40(20(18)36)16-11(25)3-8(4-12(16)26)22(30,31)32/h1-4H,35-36H2",KYWRZLCFDFEWBI-UHFFFAOYSA-N
1602,NS00001660,DTXSID00232566,DTXCID30155057,83704-53-4,"1,2,3,7,9-Pentachlorodibenzofuran",InChI=1S/C12H3Cl5O/c13-4-1-5(14)9-7(2-4)18-8-3-6(15)11(16)12(17)10(8)9/h1-3H,JVUSEQPOWCBYNG-UHFFFAOYSA-N
1603,NS00001662,NA,NA,NA,NA,NA,NA
1604,NS00001663,DTXSID1025853,DTXCID805853,79-21-0,Peracetic acid,"InChI=1S/C2H4O3/c1-2(3)5-4/h4H,1H3",KFSLWBXXFJQRDL-UHFFFAOYSA-N
1605,NS00001664,DTXSID0048894,DTXCID0028820,487-93-4,Bufotenine,"InChI=1S/C12H16N2O/c1-14(2)6-5-9-8-13-12-4-3-10(15)7-11(9)12/h3-4,7-8,13,15H,5-6H2,1-2H3",VTTONGPRPXSUTJ-UHFFFAOYSA-N
1606,NS00001666,DTXSID7045025,DTXCID5025025,39895-79-9,Ethyl(triphenyl)phosphonium,"InChI=1S/C20H20P/c1-2-21(18-12-6-3-7-13-18,19-14-8-4-9-15-19)20-16-10-5-11-17-20/h3-17H,2H2,1H3/q+1",GELSOTNVVKOYAW-UHFFFAOYSA-N
1607,NS00001667,DTXSID401036167,DTXCID201520374,2420-17-9,"5-(4-Hydroxyphenyl)imidazolidine-2,4-dione","InChI=1/C9H8N2O3/c12-6-3-1-5(2-4-6)7-8(13)11-9(14)10-7/h1-4,7,12H,(H2,10,11,13,14)",UMTNMIARZPDSDI-UHFFFAOYNA-N
1608,NS00001668,DTXSID3034329,DTXCID1014329,129909-90-6,Amicarbazone,"InChI=1S/C10H19N5O2/c1-6(2)7-13-15(9(17)14(7)11)8(16)12-10(3,4)5/h6H,11H2,1-5H3,(H,12,16)",ORFPWVRKFLOQHK-UHFFFAOYSA-N
1609,NS00001669,DTXSID3063540,DTXCID8040488,4637-24-5,"Methanamine, 1,1-dimethoxy-N,N-dimethyl-","InChI=1S/C5H13NO2/c1-6(2)5(7-3)8-4/h5H,1-4H3",ZSXGLVDWWRXATF-UHFFFAOYSA-N
1610,NS00001670,DTXSID6041551,DTXCID4021551,1879-09-0,"6-tert-Butyl-2,4-xylenol","InChI=1S/C12H18O/c1-8-6-9(2)11(13)10(7-8)12(3,4)5/h6-7,13H,1-5H3",OPLCSTZDXXUYDU-UHFFFAOYSA-N
1611,NS00001671,DTXSID3046906,DTXCID1026906,522-40-7,Diethylstilbestrol diphosphate,"InChI=1S/C18H22O8P2/c1-3-17(13-5-9-15(10-6-13)25-27(19,20)21)18(4-2)14-7-11-16(12-8-14)26-28(22,23)24/h5-12H,3-4H2,1-2H3,(H2,19,20,21)(H2,22,23,24)/b18-17+",NLORYLAYLIXTID-ISLYRVAYSA-N
1612,NS00001672,DTXSID40871216,DTXCID80818887,13423-15-9,"Furan, tetrahydro-3-methyl-","InChI=1S/C5H10O/c1-5-2-3-6-4-5/h5H,2-4H2,1H3",LJPCNSSTRWGCMZ-UHFFFAOYSA-N
1613,NS00001673,DTXSID1020437,DTXCID10437,75-34-3,"1,1-Dichloroethane","InChI=1S/C2H4Cl2/c1-2(3)4/h2H,1H3",SCYULBFZEHDVBN-UHFFFAOYSA-N
1614,NS00001674,DTXSID0026880,DTXCID606880,111-55-7,"1,2-Ethanediol diacetate","InChI=1S/C6H10O4/c1-5(7)9-3-4-10-6(2)8/h3-4H2,1-2H3",JTXMVXSTHSMVQF-UHFFFAOYSA-N
1615,NS00001675,DTXSID1025308,DTXCID305308,97-63-2,Ethyl methacrylate,"InChI=1S/C6H10O2/c1-4-8-6(7)5(2)3/h2,4H2,1,3H3",SUPCQIBBMFXVTL-UHFFFAOYSA-N
1616,NS00001676,DTXSID20196999,DTXCID10119490,07/11/4698,10-Methoxyiminostilbene,"InChI=1S/C15H13NO/c1-17-15-10-11-6-2-4-8-13(11)16-14-9-5-3-7-12(14)15/h2-10,16H,1H3",ZKHZWXLOSIGIGZ-UHFFFAOYSA-N
1617,NS00001677,DTXSID2061305,DTXCID5048847,930-02-9,"Octadecane, 1-(ethenyloxy)-","InChI=1S/C20H40O/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-4-2/h4H,2-3,5-20H2,1H3",QJJDJWUCRAPCOL-UHFFFAOYSA-N
1618,NS00001678,DTXSID6052031,DTXCID4030598,3520-72-7,C.I. Pigment Orange 13,"InChI=1S/C32H24Cl2N8O2/c1-19-29(31(43)41(39-19)23-9-5-3-6-10-23)37-35-27-15-13-21(17-25(27)33)22-14-16-28(26(34)18-22)36-38-30-20(2)40-42(32(30)44)24-11-7-4-8-12-24/h3-18,39-40H,1-2H3",YCBLLWSXYKEKTG-UHFFFAOYSA-N
1619,NS00001679,NA,NA,NA,NA,NA,NA
1620,NS00001680,DTXSID1023449,DTXCID903449,114-86-3,Phenformin,"InChI=1S/C10H15N5/c11-9(12)15-10(13)14-7-6-8-4-2-1-3-5-8/h1-5H,6-7H2,(H6,11,12,13,14,15)",ICFJFFQQTFMIBG-UHFFFAOYSA-N
1621,NS00001681,DTXSID4045929,DTXCID2025929,7085-55-4,Troxerutin,"InChI=1S/C33H42O19/c1-14-23(38)26(41)28(43)32(49-14)48-13-21-24(39)27(42)29(44)33(51-21)52-31-25(40)22-17(37)11-16(45-7-4-34)12-20(22)50-30(31)15-2-3-18(46-8-5-35)19(10-15)47-9-6-36/h2-3,10-12,14,21,23-24,26-29,32-39,41-44H,4-9,13H2,1H3/t14-,21+,23-,24+,26+,27-,28+,29+,32+,33-/m0/s1",IYVFNTXFRYQLRP-VVSTWUKXSA-N
1622,NS00001682,DTXSID30891327,DTXCID201030482,NOCAS_891327,"2,4-dicarbamoyl-3,5,6-trichlorobenzenesulfonic acid","InChI=1S/C8H5Cl3N2O5S/c9-3-1(7(12)14)4(10)5(11)6(19(16,17)18)2(3)8(13)15/h(H2,12,14)(H2,13,15)(H,16,17,18)",NLCNUAPJCIAONV-UHFFFAOYSA-N
1623,NS00001683,DTXSID3020964,DTXCID30964,98-95-3,Nitrobenzene,InChI=1S/C6H5NO2/c8-7(9)6-4-2-1-3-5-6/h1-5H,LQNUZADURLCDLV-UHFFFAOYSA-N
1624,NS00001684,DTXSID7023514,DTXCID203514,58-38-8,Prochlorperazine,"InChI=1S/C20H24ClN3S/c1-22-11-13-23(14-12-22)9-4-10-24-17-5-2-3-6-19(17)25-20-8-7-16(21)15-18(20)24/h2-3,5-8,15H,4,9-14H2,1H3",WIKYUJGCLQQFNW-UHFFFAOYSA-N
1625,NS00001685,DTXSID00349087,DTXCID60300159,89878-14-8,Diethyl(3-pyridyl)borane,"InChI=1S/C9H14BN/c1-3-10(4-2)9-6-5-7-11-8-9/h5-8H,3-4H2,1-2H3",OJKBCQOJVMAHDX-UHFFFAOYSA-N
1626,NS00001687,DTXSID00446621,DTXCID00397442,71170-82-6,"Triethyl 3-bromopropane-1,1,1-tricarboxylate","InChI=1S/C12H19BrO6/c1-4-17-9(14)12(7-8-13,10(15)18-5-2)11(16)19-6-3/h4-8H2,1-3H3",VIMWZZMUASPQPL-UHFFFAOYSA-N
1627,NS00001688,DTXSID90858698,DTXCID80809437,20347-71-1,Procyanidin,"InChI=1S/C30H26O13/c31-14-7-19(35)16-11-25(28(41-23(16)9-14)12-1-3-17(33)20(36)5-12)43-30(13-2-4-18(34)21(37)6-13)29(40)27(39)26-22(38)8-15(32)10-24(26)42-30/h1-10,25,27-29,31-40H,11H2",HGVVOUNEGQIPMS-UHFFFAOYSA-N
1628,NS00001689,DTXSID0027773,DTXCID407773,15625-89-5,Trimethylolpropane triacrylate,"InChI=1S/C15H20O6/c1-5-12(16)19-9-15(8-4,10-20-13(17)6-2)11-21-14(18)7-3/h5-7H,1-3,8-11H2,4H3",DAKWPKUUDNSNPN-UHFFFAOYSA-N
1629,NS00001690,DTXSID1024255,DTXCID304255,13684-63-4,Phenmedipham,"InChI=1S/C16H16N2O4/c1-11-5-3-6-12(9-11)18-16(20)22-14-8-4-7-13(10-14)17-15(19)21-2/h3-10H,1-2H3,(H,17,19)(H,18,20)",IDOWTHOLJBTAFI-UHFFFAOYSA-N
1630,NS00001691,DTXSID7020972,DTXCID90972,67-20-9,Nitrofurantoin,"InChI=1S/C8H6N4O5/c13-6-4-11(8(14)10-6)9-3-5-1-2-7(17-5)12(15)16/h1-3H,4H2,(H,10,13,14)",NXFQHRVNIOXGAQ-UHFFFAOYSA-N
1631,NS00001692,DTXSID3041247,DTXCID1021247,120-46-7,"1,3-Diphenyl-1,3-propanedione","InChI=1S/C15H12O2/c16-14(12-7-3-1-4-8-12)11-15(17)13-9-5-2-6-10-13/h1-10H,11H2",NZZIMKJIVMHWJC-UHFFFAOYSA-N
1632,NS00001693,DTXSID6032516,DTXCID4012516,3547-33-9,2-Hydroxyethyl octyl sulfide,"InChI=1S/C10H22OS/c1-2-3-4-5-6-7-9-12-10-8-11/h11H,2-10H2,1H3",KXPXKNBDCUOENF-UHFFFAOYSA-N
1633,NS00001694,DTXSID9051581,DTXCID3030133,112-29-8,1-Bromodecane,"InChI=1S/C10H21Br/c1-2-3-4-5-6-7-8-9-10-11/h2-10H2,1H3",MYMSJFSOOQERIO-UHFFFAOYSA-N
1634,NS00001695,DTXSID0027484,DTXCID507484,2494-89-5,"Ethanol, 2-[(4-aminophenyl)sulfonyl]-, hydrogen sulfate (ester)","InChI=1S/C8H11NO6S2/c9-7-1-3-8(4-2-7)16(10,11)6-5-15-17(12,13)14/h1-4H,5-6,9H2,(H,12,13,14)",IALORYHODRVWKZ-UHFFFAOYSA-N
1635,NS00001696,DTXSID3023265,DTXCID503265,5588-33-0,Mesoridazine,"InChI=1S/C21H26N2OS2/c1-22-13-6-5-7-16(22)12-14-23-18-8-3-4-9-20(18)25-21-11-10-17(26(2)24)15-19(21)23/h3-4,8-11,15-16H,5-7,12-14H2,1-2H3",SLVMESMUVMCQIY-UHFFFAOYSA-N
1636,NS00001697,DTXSID4025828,DTXCID905828,87-84-3,Pentabromochlorocyclohexane,InChI=1/C6H6Br5Cl/c7-1-2(8)4(10)6(12)5(11)3(1)9/h1-6H,UZOSVZSBPTTWIG-UHFFFAOYSA-N
1637,NS00001698,DTXSID00920835,DTXCID30889744,112559-91-8,"4-(4-{4-[4-({2-(2,4-Dichlorophenyl)-2-[(1H-1,2,4-triazol-1-yl)methyl]-1,3-dioxolan-4-yl}methoxy)phenyl]piperazin-1-yl}phenyl)-2-(3-hydroxybutan-2-yl)-2,4-dihydro-3H-1,2,4-triazol-3-one","InChI=1S/C35H38Cl2N8O5/c1-24(25(2)46)45-34(47)44(23-40-45)29-6-4-27(5-7-29)41-13-15-42(16-14-41)28-8-10-30(11-9-28)48-18-31-19-49-35(50-31,20-43-22-38-21-39-43)32-12-3-26(36)17-33(32)37/h3-12,17,21-25,31,46H,13-16,18-20H2,1-2H3",ISJVOEOJQLKSJU-UHFFFAOYSA-N
1638,NS00001699,DTXSID00284626,DTXCID80235777,793-23-7,"1,4-Dibenzylbenzene","InChI=1S/C20H18/c1-3-7-17(8-4-1)15-19-11-13-20(14-12-19)16-18-9-5-2-6-10-18/h1-14H,15-16H2",LTGXPINWZFIICV-UHFFFAOYSA-N
1639,NS00001700,DTXSID1061730,DTXCID2034837,1493-27-2,"Benzene, 1-fluoro-2-nitro-",InChI=1S/C6H4FNO2/c7-5-3-1-2-4-6(5)8(9)10/h1-4H,PWKNBLFSJAVFAB-UHFFFAOYSA-N
1640,NS00001701,DTXSID3046407,DTXCID50809742,539-21-9,Ambazone,"InChI=1S/C8H11N7S/c9-7(10)14-12-5-1-3-6(4-2-5)13-15-8(11)16/h1-4H,(H4,9,10,14)(H3,11,15,16)",MLMFUKWWZIZRHX-UHFFFAOYSA-N
1641,NS00001702,DTXSID0048472,DTXCID6028446,1679-76-1,Drofenine,"InChI=1S/C20H31NO2/c1-3-21(4-2)15-16-23-20(22)19(17-11-7-5-8-12-17)18-13-9-6-10-14-18/h5,7-8,11-12,18-19H,3-4,6,9-10,13-16H2,1-2H3",AGJBLWCLQCKRJP-UHFFFAOYSA-N
1642,NS00001703,DTXSID8059970,DTXCID4040058,422-64-0,Perfluoropropanoic acid,"InChI=1S/C3HF5O2/c4-2(5,1(9)10)3(6,7)8/h(H,9,10)",LRMSQVBRUNSOJL-UHFFFAOYSA-N
1643,NS00001705,DTXSID2021236,DTXCID801236,04/01/2871,HC Red 3,"InChI=1S/C8H11N3O3/c9-6-1-2-7(10-3-4-12)8(5-6)11(13)14/h1-2,5,10,12H,3-4,9H2",GZGZVOLBULPDFD-UHFFFAOYSA-N
1644,NS00001706,DTXSID7041540,DTXCID5021540,618-88-2,5-Nitroisophthalic acid,"InChI=1S/C8H5NO6/c10-7(11)4-1-5(8(12)13)3-6(2-4)9(14)15/h1-3H,(H,10,11)(H,12,13)",NBDAHKQJXVLAID-UHFFFAOYSA-N
1645,NS00001707,DTXSID7052862,DTXCID4031273,99485-76-4,Cumyluron,"InChI=1S/C17H19ClN2O/c1-17(2,14-9-4-3-5-10-14)20-16(21)19-12-13-8-6-7-11-15(13)18/h3-11H,12H2,1-2H3,(H2,19,20,21)",VYNOULHXXDFBLU-UHFFFAOYSA-N
1646,NS00001708,DTXSID8051752,DTXCID7030307,15647-08-2,2-Ethylhexyl diphenyl phosphite,"InChI=1S/C20H27O3P/c1-3-5-12-18(4-2)17-21-24(22-19-13-8-6-9-14-19)23-20-15-10-7-11-16-20/h6-11,13-16,18H,3-5,12,17H2,1-2H3",XKZGIJICHCVXFV-UHFFFAOYSA-N
1647,NS00001709,DTXSID30888535,DTXCID501027812,78181-99-4,"1-Propanaminium, 3-[[2-cyano-3-[4-(diethylamino)phenyl]-1-oxo-2-propen-1-yl]oxy]-N-[2-[[2-cyano-3-[4-(diethylamino)phenyl]-1-oxo-2-propen-1-yl]oxy]ethyl]-N,N-dimethyl-, chloride (1:1)","InChI=1S/C35H46N5O4.ClH/c1-7-38(8-2)32-16-12-28(13-17-32)24-30(26-36)34(41)43-22-11-20-40(5,6)21-23-44-35(42)31(27-37)25-29-14-18-33(19-15-29)39(9-3)10-4;/h12-19,24-25H,7-11,20-23H2,1-6H3;1H/q+1;/p-1",DLNMMVNCTSAPOW-UHFFFAOYSA-M
1648,NS00001710,DTXSID6041684,DTXCID4021684,4824-78-6,Bromophos-ethyl,"InChI=1S/C10H12BrCl2O3PS/c1-3-14-17(18,15-4-2)16-10-6-8(12)7(11)5-9(10)13/h5-6H,3-4H2,1-2H3",KWGUFOITWDSNQY-UHFFFAOYSA-N
1649,NS00001711,DTXSID70384364,DTXCID40335388,52667-88-6,"1,4,7,10-tetra-p-tosyl-1,4,7,10-tetraazacyclododecane","InChI=1S/C36H44N4O8S4/c1-29-5-13-33(14-6-29)49(41,42)37-21-23-38(50(43,44)34-15-7-30(2)8-16-34)25-27-40(52(47,48)36-19-11-32(4)12-20-36)28-26-39(24-22-37)51(45,46)35-17-9-31(3)10-18-35/h5-20H,21-28H2,1-4H3",SKTWVKMQYXXWNY-UHFFFAOYSA-N
1650,NS00001712,DTXSID4051582,DTXCID8030134,112-67-4,Hexadecanoyl chloride,"InChI=1S/C16H31ClO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16(17)18/h2-15H2,1H3",ARBOVOVUTSQWSS-UHFFFAOYSA-N
1651,NS00001713,DTXSID9027603,DTXCID107603,5766-67-6,(Ethylenedinitrilo)tetraacetonitrile,InChI=1S/C10H12N6/c11-1-5-15(6-2-12)9-10-16(7-3-13)8-4-14/h5-10H2,FDWRKVKXYZRYOD-UHFFFAOYSA-N
1652,NS00001714,DTXSID1023318,DTXCID403318,116644-53-2,Mibefradil,"InChI=1S/C29H38FN3O3/c1-20(2)28-23-12-11-22(30)18-21(23)13-14-29(28,36-27(34)19-35-4)15-17-33(3)16-7-10-26-31-24-8-5-6-9-25(24)32-26/h5-6,8-9,11-12,18,20,28H,7,10,13-17,19H2,1-4H3,(H,31,32)/t28-,29-/m0/s1",HBNPJJILLOYFJU-VMPREFPWSA-N
1653,NS00001715,DTXSID6020939,DTXCID20939,139-13-9,Nitrilotriacetic acid,"InChI=1S/C6H9NO6/c8-4(9)1-7(2-5(10)11)3-6(12)13/h1-3H2,(H,8,9)(H,10,11)(H,12,13)",MGFYIUFZLHCRTH-UHFFFAOYSA-N
1654,NS00001716,DTXSID5027306,DTXCID707306,756-80-9,"O,O-Dimethyldithiophosphate","InChI=1S/C2H7O2PS2/c1-3-5(6,7)4-2/h1-2H3,(H,6,7)",CZGGKXNYNPJFAX-UHFFFAOYSA-N
1655,NS00001717,DTXSID4022313,DTXCID302313,3424-82-6,"o,p'-DDE",InChI=1S/C14H8Cl4/c15-10-7-5-9(6-8-10)13(14(17)18)11-3-1-2-4-12(11)16/h1-8H,ZDYJWDIWLRZXDB-UHFFFAOYSA-N
1656,NS00001718,DTXSID8026981,DTXCID206981,121-60-8,4-(Acetylamino)benzenesulfonyl chloride,"InChI=1S/C8H8ClNO3S/c1-6(11)10-7-2-4-8(5-3-7)14(9,12)13/h2-5H,1H3,(H,10,11)",GRDXCFKBQWDAJH-UHFFFAOYSA-N
1657,NS00001720,NA,NA,NA,NA,NA,NA
1658,NS00001721,NA,NA,NA,NA,NA,NA
1659,NS00001722,DTXSID8044381,DTXCID6024381,13676-54-5,Bismaleimide,"InChI=1S/C21H14N2O4/c24-18-9-10-19(25)22(18)16-5-1-14(2-6-16)13-15-3-7-17(8-4-15)23-20(26)11-12-21(23)27/h1-12H,13H2",XQUPVDVFXZDTLT-UHFFFAOYSA-N
1660,NS00001723,DTXSID1074252,DTXCID8033142,109678-33-3,"1-Propanol, 3,3'-oxybis[2,2-bis(bromomethyl)-","InChI=1S/C10H18Br4O3/c11-1-9(2-12,5-15)7-17-8-10(3-13,4-14)6-16/h15-16H,1-8H2",PSOOUFUNTVOUML-UHFFFAOYSA-N
1661,NS00001724,DTXSID6052168,DTXCID6030738,52907-07-0,"N,N'-(Ethylene)bis[4,5-dibromohexahydro-3,6-methanophthalimide]","InChI=1S/C20H20Br4N2O4/c21-13-5-3-6(14(13)22)10-9(5)17(27)25(18(10)28)1-2-26-19(29)11-7-4-8(12(11)20(26)30)16(24)15(7)23/h5-16H,1-4H2",WOFYQUJNULCFLN-UHFFFAOYSA-N
1662,NS00001725,DTXSID5052757,DTXCID2031249,201341-05-1,Tenofovir disoproxil,"InChI=1S/C19H30N5O10P/c1-12(2)33-18(25)28-9-31-35(27,32-10-29-19(26)34-13(3)4)11-30-14(5)6-24-8-23-15-16(20)21-7-22-17(15)24/h7-8,12-14H,6,9-11H2,1-5H3,(H2,20,21,22)/t14-/m1/s1",JFVZFKDSXNQEJW-CQSZACIVSA-N
1663,NS00001727,DTXSID4021769,DTXCID901769,79-77-6,beta-Ionone,"InChI=1S/C13H20O/c1-10-6-5-9-13(3,4)12(10)8-7-11(2)14/h7-8H,5-6,9H2,1-4H3/b8-7+",PSQYTAPXSHCGMF-BQYQJAHWSA-N
1664,NS00001728,DTXSID00892442,DTXCID701033479,13252-14-7,"Perfluoro-2,5-dimethyl-3,6-dioxanonanoic acid","InChI=1S/C9HF17O4/c10-2(1(27)28,5(14,15)16)29-9(25,26)4(13,7(20,21)22)30-8(23,24)3(11,12)6(17,18)19/h(H,27,28)",OIVQVBDAMYDDEM-UHFFFAOYSA-N
1665,NS00001729,DTXSID3051753,DTXCID2030308,1568-80-5,"3,3,3',3'-Tetramethyl-2,2',3,3'-tetrahydro-1,1'-spirobi[indene]-6,6'-diol","InChI=1S/C21H24O2/c1-19(2)11-21(17-9-13(22)5-7-15(17)19)12-20(3,4)16-8-6-14(23)10-18(16)21/h5-10,22-23H,11-12H2,1-4H3",SICLLPHPVFCNTJ-UHFFFAOYSA-N
1666,NS00001730,DTXSID50871868,DTXCID10819483,10449-30-6,"N-[(2,3-Dihydro-1,4-benzodioxin-2-yl)methyl]-3-methoxypropan-1-amine","InChI=1/C13H19NO3/c1-15-8-4-7-14-9-11-10-16-12-5-2-3-6-13(12)17-11/h2-3,5-6,11,14H,4,7-10H2,1H3",GRPLGTPSEOTLHW-UHFFFAOYSA-N
